id_key,tdu_company_name,rep_company,product,kwh500,kwh1000,kwh2000,fees_credits,pre_paid,time_of_use,fixed,rate_type,renewable,term_value,cancel_fee,website,special_terms,terms_url,promotion,promotion_desc,facts_url,enroll_url,prepaid_url,enroll_phone,new_customer,min_usage_fees_credits,language,rating,zipcodes,pdf_filepath
23906,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,ATG Clean Energy,Texas Clean Autopay 24,0.10800000000000001,0.10300000000000001,0.10099999999999999,,False,False,1.0,Fixed,100.0,24.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/2x610wL,False,,https://bit.ly/2LNp5MZ,,,,False,False,,1.0,[],None
23911,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,ATG Clean Energy,Texas Clean Autopay 36,0.107,0.102,0.1,,False,False,1.0,Fixed,100.0,36.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/2WrGuS6,False,,https://bit.ly/2LO1WKf,,,,False,False,,1.0,[],None
23947,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,FIRST CHOICE POWER ,You Got This 23,0.111,0.102,0.09699999999999999,,False,False,1.0,Fixed,15.0,23.0,135.00,,Lock in a fixed Texas energy rate for 23 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFCRXXX1445_ENG_20200602.PDF,,,,True,False,,2.0,[],data\PDFs\23947-062520-00-57-42.pdf
23960,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,JUST ENERGY,Fixed Prepay Plan,0.12,0.12,0.12,"
",True,False,1.0,Fixed,10.0,12.0,0.00,,Please call 1-866-256-9229 to sign up on our 12 month Fixed Prepay Plan.,https://webs.justenergydeals.com/Generate_Docs/TosyracLink.aspx?RID=afM+uWr4qqo=&RCID=WTy1V2tnKFc=&L=6f+Ch9flI7k=,False,,https://webs.justenergydeals.com/Generate_Docs/Generate_EflLinks.aspx?RID=afM+uWr4qqo=&RCID=WTy1V2tnKFc=&L=6f+Ch9flI7k=&dt=6/10/2020,,,,True,False,,1.0,[],data\PDFs\23960-062520-00-57-42.pdf
23996,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,RELIANT,Reliant Power On 24 Plan,0.115,0.105,0.1,,False,False,1.0,Fixed,12.0,24.0,295.00,,This offer is for new customers only who enroll through Power to Choose,https://www.reliant.com/files/0901751881a30018.pdf,False,,http://www.reliant.com/files/09017518826105f6.pdf,,,,True,False,,4.0,[],data\PDFs\23996-062520-00-57-42.pdf
24029,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,VARSITY ENERGY LLC,Pure 12,0.102,0.098,0.096,,False,False,1.0,Fixed,100.0,12.0,150.00,,,https://varsityenergy.com/wp-content/uploads/2020/06/Pure-12-TOS_CP_6-17-2020.pdf,False,,https://varsityenergy.com/wp-content/uploads/2020/06/Pure-12-EFL_CP_6-23-2020-1.pdf,,,,False,False,,,[],None
24069,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,VARSITY ENERGY LLC,Pure 24,0.10099999999999999,0.09699999999999999,0.095,,False,False,1.0,Fixed,100.0,24.0,150.00,,,https://varsityenergy.com/wp-content/uploads/2020/06/Pure-12-TOS_CP_6-17-2020.pdf,False,,https://varsityenergy.com/wp-content/uploads/2020/06/Pure-24-EFL_CP_6-23-2020.pdf,,,,False,False,,,[],None
24038,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SPARK ENERGY LLC,Choice 24 ,0.115,0.111,0.109,,False,False,1.0,Fixed,0.0,24.0,100.00,,,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=&ProductID=21450&type=TOS&title=Terms+of+Service,False,,https://www.sparkenergy.com/wp-content/uploads/EFL/CPE_Choice24_062420_English.pdf,,,,True,False,,2.0,[],None
12090,NUECES ELECTRIC COOPERATIVE,NEC Co-op Energy,Residential Electricity... Plain and simple.,0.18600000000000005,0.146,0.126,,False,False,0.0,Variable,8.0,0.0,0.00,,"By joining the co-op you are becoming an owner of NEC Co-op Energy. Our rate is honest and all-inclusive. We never have hidden fees or gimmicks. Being a cooperative means we do not work for profit. Instead we pass on the savings to you! Throughout the year, you may receive money back through Capital Credits or PowerPerks on your bill.",https://neccoopenergy.com/wp-content/uploads/NECcoopEnergy-Residential-InsideNEC-TOS-ENG-rev06172019.pdf,False,,https://neccoopenergy.com/residential-service/residential-prices/nec-coop-residential-prices-fact-sheet/,,,,False,False,,5.0,[],None
12290,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Flex,0.10800000000000001,0.10099999999999999,0.09699999999999999,,False,False,0.0,Variable,19.0,1.0,0.00,,"Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202006/EFL-20200624-002706-ONCORD-Keep It Simple Savings Flex (English).pdf,,,,True,False,,4.0,[],data\PDFs\12290-062520-00-57-43.pdf
12300,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Green Flex,0.109,0.102,0.098,,False,False,0.0,Variable,100.0,1.0,0.00,,"100% green energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202006/EFL-20200624-002706-ONCORD-Keep It Simple Savings Green Flex (English).pdf,,,,True,False,,4.0,[],data\PDFs\12300-062520-00-57-43.pdf
13010,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,0.1,0.09300000000000001,0.09,,False,False,1.0,Fixed,16.0,24.0,175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTXUF24PTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTXUF24PTC&lang=en,,,,False,False,,4.0,[],data\PDFs\13010-062520-00-57-43.pdf
12841,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,0.1,0.09300000000000001,0.09,,False,False,1.0,Fixed,16.0,12.0,175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTXUF12PTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTXUF12PTC&lang=en,,,,False,False,,4.0,[],data\PDFs\12841-062520-00-57-44.pdf
12996,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,0.1,0.09300000000000001,0.09,,False,False,1.0,Fixed,16.0,9.0,175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTXUF9PTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTXUF9PTC&lang=en,,,,False,False,,4.0,[],data\PDFs\12996-062520-00-57-44.pdf
11681,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Simple 12,0.105,0.102,0.1,,False,False,1.0,Fixed,12.0,12.0,150.00,,"Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only",https://www.cirroenergy.com/files/0901751880b58ee7.pdf,False,,https://www.cirroenergy.com/files/090175188263e821.pdf,,,,True,False,,3.0,[],data\PDFs\11681-062520-00-57-45.pdf
11716,ONCOR ELECTRIC DELIVERY COMPANY,CHAMPION ENERGY SERVICES LLC,Green Energy-24,0.109,0.105,0.10400000000000001,,False,False,1.0,Fixed,100.0,24.0,250.00,,,https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf,False,,https://docs.championenergyservices.com/ExternalDocs?planname=PN2403&state=TX&language=EN,,,,True,False,,5.0,[],None
11676,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Simple 36,0.092,0.08800000000000001,0.087,,False,False,1.0,Fixed,12.0,36.0,250.00,,"Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only",https://www.cirroenergy.com/files/0901751881185b6b.pdf,False,,https://www.cirroenergy.com/files/090175188264dff3.pdf,,,,True,False,,3.0,[],data\PDFs\11676-062520-00-57-45.pdf
11520,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Infusion Flex,0.105,0.10099999999999999,0.099,$4.95 fee if usage is under 500 kWh in a billing period.,False,False,0.0,Variable,19.0,1.0,0.00,,"Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202006/EFL-20200624-002706-ONCORD-PTC Infusion Flex (English).pdf,,,,True,True,,4.0,[],data\PDFs\11520-062520-00-57-46.pdf
11535,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Green Infusion Flex,0.105,0.102,0.1,$4.95 fee if usage is under 500 kWh in a billing period.,False,False,0.0,Variable,100.0,1.0,0.00,,"100% green energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202006/EFL-20200624-002706-ONCORD-PTC Green Infusion Flex (English).pdf,,,,True,True,,4.0,[],data\PDFs\11535-062520-00-57-46.pdf
16459,ONCOR ELECTRIC DELIVERY COMPANY,AMBIT ENERGY,Ambit Green Texas Flex,0.18100000000000002,0.17300000000000001,0.16899999999999998,,False,False,0.0,Variable,100.0,1.0,0.00,,,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,False,,https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_0ENR1662_283_1/EN,,,,False,False,,3.0,[],data\PDFs\16459-062520-00-57-46.pdf
16515,ONCOR ELECTRIC DELIVERY COMPANY,CHAMPION ENERGY SERVICES LLC,Champ Saver-12,0.106,0.102,0.10099999999999999,,False,False,1.0,Fixed,16.0,12.0,150.00,,,https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf,False,,https://docs.championenergyservices.com/ExternalDocs?planname=PN2402&state=TX&language=EN,,,,False,False,,5.0,[],None
16517,ONCOR ELECTRIC DELIVERY COMPANY,CHAMPION ENERGY SERVICES LLC,Champ Saver-24,0.10300000000000001,0.099,0.09699999999999999,,False,False,1.0,Fixed,16.0,24.0,250.00,,,https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf,False,,https://docs.championenergyservices.com/ExternalDocs?planname=PN2407&state=TX&language=EN,,,,False,False,,5.0,[],None
16441,ONCOR ELECTRIC DELIVERY COMPANY,AMBIT ENERGY,Lone Star Flex,0.179,0.171,0.16699999999999998,,False,False,0.0,Variable,15.0,1.0,0.00,,,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,False,,https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_0ENR1654_283_1/EN,,,,False,False,,3.0,[],data\PDFs\16441-062520-00-57-47.pdf
16146,ONCOR ELECTRIC DELIVERY COMPANY,Express Energy,Quick 12 🏃,0.138,0.069,0.11900000000000001,Tiered Plan,False,False,1.0,Fixed,6.0,12.0,20 per month remaining,,"No Frills. Low Bills. Fixed price for 12 months, low bills and low cancellation fee. Easy 24/7 access to your account Online.",https://www.myexpressenergy.com/Docs/TOSA_ExpressEnergy.pdf,False,,https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_quikva12haa_o.pdf,,,,True,True,,1.0,[],None
16425,ONCOR ELECTRIC DELIVERY COMPANY,AMBIT ENERGY,Lone Star Classic 12,0.141,0.128,0.121,,False,False,1.0,Fixed,15.0,12.0,199.00,,A monthly E-Plan credit is available for this product by successfully enrolling in Ambit Energy’s Paperless Billing and Automatic Payment programs when you sign up for new service. See Electricity Facts Label for discount information and enrollment requirements.,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,False,,https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_12ENR1660_283_1/EN,,,,False,False,,3.0,[],data\PDFs\16425-062520-00-57-47.pdf
15951,ONCOR ELECTRIC DELIVERY COMPANY,YEP,YEP Saver Month to Month Autopay E-Plan,0.111,0.10400000000000001,0.10099999999999999,,False,False,0.0,Variable,16.0,1.0,0.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in YEP’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRTXUPROMOPTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRTXUPROMOPTC&lang=en,,,,True,False,,4.0,[],data\PDFs\15951-062520-00-57-47.pdf
13004,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,18 Month Spirit Of Texas Fixed Rate AutoPay E-Plan,0.105,0.098,0.095,,False,False,1.0,Fixed,16.0,18.0,175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTXUF18PTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTXUF18PTC&lang=en,,,,False,False,,4.0,[],data\PDFs\13004-062520-00-57-47.pdf
15953,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,Texas Saver Month to Month Autopay E-Plan,0.111,0.10400000000000001,0.10099999999999999,,False,False,0.0,Variable,16.0,1.0,0.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTXUPROMOPTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTXUPROMOPTC&lang=en,,,,True,False,,4.0,[],data\PDFs\15953-062520-00-57-48.pdf
13326,ONCOR ELECTRIC DELIVERY COMPANY,MIDAMERICAN ENERGY SERVICES LLC,Fixed Generation Supply,0.10400000000000001,0.10099999999999999,0.099,,False,False,1.0,Fixed,17.0,12.0,20.00 per month left in term,,,https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2980&planId=5899&typeId=3,False,,https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2980&planId=5899&typeId=1,,,,False,False,,5.0,[],data\PDFs\13326-062520-00-57-48.pdf
13329,ONCOR ELECTRIC DELIVERY COMPANY,MIDAMERICAN ENERGY SERVICES LLC,Fixed Generation Supply,0.10300000000000001,0.099,0.09699999999999999,,False,False,1.0,Fixed,17.0,24.0,20.00 per month left in term,,,https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2980&planId=5900&typeId=3,False,,https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2980&planId=5900&typeId=1,,,,False,False,,5.0,[],data\PDFs\13329-062520-00-57-48.pdf
13142,ONCOR ELECTRIC DELIVERY COMPANY,THINK ENERGY,THINK SIMPLE 12 Power to Choose ONLINE EXCLUSIVE,0.099,0.095,0.09300000000000001,,False,False,1.0,Fixed,6.0,12.0,150.00,,THINK SIMPLE 12 Online Enrollment Special - NO HIDDEN FEES - NO MONTHLY FEES - NO TIERED USAGE OR OTHER TRICKS - We are BBB rated A+ and a 4-Star Company on TrustPilot. Click History link under star rating to review and compare complaint history.  This online offer is only available for new customers who enroll through the Power to Choose website.,https://www.mythinkenergy.com/signup/PDFTemplates/contract_api/index.php/contract/TC/state/TX/customer_type/RESI/service/Electric/plan_code/FP10,False,,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=ONCOR&term=12&ZipCode=78701&promocode=tx2ss4qd,,,,True,False,,2.0,[],None
13144,ONCOR ELECTRIC DELIVERY COMPANY,THINK ENERGY,THINK SIMPLE 24 Power to Choose ONLINE EXCLUSIVE,0.09699999999999999,0.09300000000000001,0.091,,False,False,1.0,Fixed,6.0,24.0,175.00,,THINK SIMPLE 24 Online Enrollment Special - NO HIDDEN FEES - NO MONTHLY FEES - NO TIERED USAGE OR OTHER TRICKS - We are BBB rated A+ and a 4-Star Company on TrustPilot. Click History link under star rating to review and compare complaint history.  This online offer is only available for new customers who enroll through the Power to Choose website.,https://www.mythinkenergy.com/signup/PDFTemplates/contract_api/index.php/contract/TC/state/TX/customer_type/RESI/service/Electric/plan_code/FP10,False,,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=ONCOR&term=24&ZipCode=78748&promocode=tx2ss4qd,,,,True,False,,2.0,[],None
13018,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,0.1,0.09300000000000001,0.09,,False,False,1.0,Fixed,16.0,36.0,175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTXUF36PTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTXUF36PTC&lang=en,,,,False,False,,4.0,[],data\PDFs\13018-062520-00-57-49.pdf
11374,ONCOR ELECTRIC DELIVERY COMPANY,TRIEAGLE ENERGY LP,Eagle 24,0.10099999999999999,0.096,0.09300000000000001,,False,False,1.0,Fixed,6.0,24.0,20.00 per month left in term,,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas. Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-24mo.pdf,,,,False,False,,2.0,[],data\PDFs\11374-062520-00-57-49.pdf
11375,ONCOR ELECTRIC DELIVERY COMPANY,TRIEAGLE ENERGY LP,Eagle 24,0.10099999999999999,0.096,0.09300000000000001,,False,False,1.0,Fixed,6.0,24.0,20.00 per month left in term,,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas. Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONCSOUTH-24mo.pdf,,,,False,False,,2.0,[],data\PDFs\11375-062520-00-57-49.pdf
11118,ONCOR ELECTRIC DELIVERY COMPANY,TXU ENERGY,Saver's Deal 12,0.153,0.139,0.099,"A $30 bill credit will be applied for each billing cycle in which usage is 1,200 kWh or more.",False,False,1.0,Fixed,6.0,12.0,150.00,,Get a great low rate that doesn’t change with the seasons and guaranteed price protection for 12 months. TXU Energy Saver's Deal 12SM is a fixed rate plan that has a minimum term of 12 months and an early cancellation fee of $150. The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges as described in the Electricity Facts Label (EFL). See the Terms of Service Agreement and Electricity Facts Label for more details. This is an online only offer available to new customers.,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,False,,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONX30SAVDL12AS&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR,,,,True,True,,5.0,[],data\PDFs\11118-062520-00-57-50.pdf
8596,ONCOR ELECTRIC DELIVERY COMPANY,TRIEAGLE ENERGY LP,Green Eagle 12,0.10400000000000001,0.099,0.096,,False,False,1.0,Fixed,100.0,12.0,20.00 per month left in term,,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-G-12mo.pdf,,,,False,False,,2.0,[],data\PDFs\8596-062520-00-57-50.pdf
9103,ONCOR ELECTRIC DELIVERY COMPANY,CHAMPION ENERGY SERVICES LLC,Green Energy-12,0.11,0.106,0.105,,False,False,1.0,Fixed,100.0,12.0,150.00,,"100% wind power generation. Lock in a fixed rate by calling 877.653.5090. 24/7 Customer Care based in Texas. Weekly usage reports, free payment options, and Connect-A-Friend Referral program. Champion Energy ranks “Highest in Customer Satisfaction with Retail Electric Service in Texas” according to the J.D. Power 2015 Texas Residential Retail Electric Service Satisfaction Study and is A+ Rated with the BBB.",https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf,False,,https://docs.championenergyservices.com/ExternalDocs?planname=PN2400&state=TX&language=EN,,,,False,False,,5.0,[],None
9581,ONCOR ELECTRIC DELIVERY COMPANY,4CHANGE ENERGY,Planet Saver 12,0.098,0.094,0.092,"
",False,False,1.0,Fixed,100.0,12.0,20 per month remaining,,,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,False,,https://www.4changeenergy.com/Docs/efl_plasvb12hac_o.pdf,,,,True,False,,1.0,[],None
4117,ONCOR ELECTRIC DELIVERY COMPANY,YEP,Your Energy Plan Fixed Rate Autopay E-Plan,0.11699999999999999,0.09300000000000001,0.091,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,36.0,175.00,,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRTXUF36&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRTXUF36&lang=en,,,,False,True,,4.0,[],data\PDFs\4117-062520-00-57-51.pdf
4127,ONCOR ELECTRIC DELIVERY COMPANY,YEP,Operation USO Support Our Troops Month to Month AutoPay E-Plan,0.13,0.106,0.10400000000000001,"$9.95 for usage less than 1,000 kWh",False,False,0.0,Variable,16.0,1.0,0.00,,"YEP has partnered with the USO to enable you to directly support our troops and their families, both abroad and domestically. For every 1000 kilowatt hours you consume under YEP's Operation USO Support Our Troops AutoPay E-Plan, a contribution of $3 will be made by YEP to the USO's Warrior and Family Care Program.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRTXUUSOPROMO&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRTXUUSOPROMO&lang=en,,,,True,True,,4.0,[],data\PDFs\4127-062520-00-57-51.pdf
2859,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,Plant-A-Tree Month to Month AutoPay E-Plan,0.129,0.105,0.10300000000000001,"$9.95 for usage less than 1,000 kWh",False,False,0.0,Variable,16.0,1.0,0.00,," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTXUPROMOTREE&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTXUPROMOTREE&lang=en,,,,True,True,,4.0,[],data\PDFs\2859-062520-00-57-51.pdf
3200,ONCOR ELECTRIC DELIVERY COMPANY,TRIEAGLE ENERGY LP,Eagle 36,0.1,0.095,0.092,,False,False,1.0,Fixed,6.0,36.0,20.00 per month left in term,,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-36mo.pdf,,,,False,False,,2.0,[],data\PDFs\3200-062520-00-57-52.pdf
3060,ONCOR ELECTRIC DELIVERY COMPANY,TRIEAGLE ENERGY LP,Eagle 12,0.102,0.09699999999999999,0.094,,False,False,1.0,Fixed,6.0,12.0,20.00 per month left in term,,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-12mo.pdf,,,,False,False,,2.0,[],data\PDFs\3060-062520-00-57-52.pdf
2026,ONCOR ELECTRIC DELIVERY COMPANY,YEP,Your Energy Plan Fixed Rate Autopay E-Plan,0.11699999999999999,0.09300000000000001,0.091,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,24.0,175.00,,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRTXUF24&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRTXUF24&lang=en,,,,False,True,,4.0,[],data\PDFs\2026-062520-00-57-53.pdf
