"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]","[Language]","[Rating]","[Zipcodes]"
2613,AEP TEXAS CENTRAL COMPANY,TXU ENERGY,Flex Forward,0.1540,0.1350,0.1250,,False,False,0,Variable,6,0,0.00,http://www.txu.com/ptc/flexforward,Evitar cargos por cancelación. ,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA Spanish.pdf,False,,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCXFLXFW0000AH&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC,http://www.txu.com/ptc/flexforward,,(855) 847-6135,TRUE,FALSE,Spanish,5
2667,AEP TEXAS CENTRAL COMPANY,TRIEAGLE ENERGY LP,Eagle 12,0.1280,0.1230,0.1200,,False,False,1,Fixed,6,12,20.00 per month left in term,https://www.trieagleenergy.com,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-12mo.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,,(877) 933-2453,FALSE,FALSE,English,2,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
2857,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,Plant-A-Tree Month to Month AutoPay E-Plan,0.1410,0.1120,0.1080,"$9.95 for usage less than 1,000 kWh",False,False,0,Variable,16,1,0.00,http://www.southwestpl.com/Sitepage.aspx?cd=SP108," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLPROMOTREE&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLPROMOTREE&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,TRUE,TRUE,English,4,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
3079,AEP TEXAS CENTRAL COMPANY,TRIEAGLE ENERGY LP,Green Eagle 12,0.1310,0.1260,0.1230,,False,False,1,Fixed,100,12,20.00 per month left in term,https://www.trieagleenergy.com,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-G-12mo.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,,(877) 933-2453,FALSE,FALSE,English,2,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
3125,AEP TEXAS CENTRAL COMPANY,TRIEAGLE ENERGY LP,Eagle 12,0.1280,0.1230,0.1200,,False,False,1,Fixed,6,12,20.00 por cada mes dejado ,https://www.trieagleenergy.com,"Por favor, lea atentamente los terminos y condiciones.  No tenemos un minimo mensual, ni cargos extras de medidores AMS, y sin trucos o trampas.",http://www.trieagleenergy.com/esp/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-12mo-SPAN.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,,(877) 933-2453,FALSE,FALSE,Spanish,2
3143,AEP TEXAS CENTRAL COMPANY,TRIEAGLE ENERGY LP,Green Eagle 12,0.1310,0.1260,0.1230,,False,False,1,Fixed,100,12,20.00 por cada mes dejado ,https://www.trieagleenergy.com,"Por favor, lea atentamente los terminos y condiciones.  No tenemos un minimo mensual, ni cargos extras de medidores AMS, y sin trucos o trampas.",http://www.trieagleenergy.com/esp/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-G-12mo-SPAN.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,,(877) 933-2453,FALSE,FALSE,Spanish,2
3197,AEP TEXAS CENTRAL COMPANY,TRIEAGLE ENERGY LP,Eagle 36,0.1210,0.1160,0.1130,,False,False,1,Fixed,6,36,20.00 per month left in term,https://www.trieagleenergy.com,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-36mo.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,,(877) 933-2453,FALSE,FALSE,English,2,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
3202,AEP TEXAS CENTRAL COMPANY,TRIEAGLE ENERGY LP,Eagle 36,0.1210,0.1160,0.1130,,False,False,1,Fixed,6,36,20.00 por cada mes dejado ,https://www.trieagleenergy.com,"Por favor, lea atentamente los terminos y condiciones.  No tenemos un minimo mensual, ni cargos extras de medidores AMS, y sin trucos o trampas.",http://www.trieagleenergy.com/esp/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-36mo-SPAN.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,,(877) 933-2453,FALSE,FALSE,Spanish,2
3529,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,Sembrar-Un-Árbol a Precio Fijo AutoPay E-Plan,0.1410,0.1120,0.1080,"$9.95 para el uso de menos de 1,000 kWh",False,False,0,Variable,16,1,0.00,https://www.southwestpl.com/?lang=es-ES,"Por cada hora de consumo (kilovatio/hora) se contribuye un rbol a la fundacin Arbor Day. Mejora los bosques, ros, y vida silvestre a la vez que proveemos sus necesidades de energa. Matriclese hoy y proteja a Tejas maana. Visite www.SouthwestPowerandLight.com",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLPROMOTREE&lang=es,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLPROMOTREE&lang=es,https://enroll.southwestpl.com,,(866) 941-7975,FALSE,TRUE,Spanish,4
3635,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,Renovable Corazón Sano de Texas a Precio Fijo AutoPay E-Plan,0.1420,0.1130,0.1090,"$9.95 para el uso de menos de 1,000 kWh",False,False,0,Variable,100,1,0.00,https://www.southwestpl.com/?lang=es-ES,Si elige pagar la factura por cualquier método diferente de un método aprobado por AutoPay (come se indica en Southwest’s AutoPay Enrollment Form) estará sujeto a un cargo adicional de 0.5¢/kWh.,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLPROMOGREEN&lang=es,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLPROMOGREEN&lang=es,https://enroll.southwestpl.com,,(866) 941-7975,FALSE,TRUE,Spanish,4
3612,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,Spirit of Texas a Precio Fijo AutoPay E-Plan,0.1400,0.1110,0.1070,"$9.95 para el uso de menos de 1,000 kWh",False,False,1,Fixed,16,24,175.00,https://www.southwestpl.com/?lang=es-ES,Si elige pagar la factura por cualquier método diferente de un método aprobado por AutoPay (come se indica en Southwest’s AutoPay Enrollment Form) estará sujeto a un cargo adicional de 0.5¢/kWh.,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLF24&lang=es,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLF24&lang=es,https://enroll.southwestpl.com,,(866) 941-7975,FALSE,TRUE,Spanish,4
3641,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,Spirit of Texas a Precio Fijo AutoPay E-Plan,0.1390,0.1100,0.1060,"$9.95 para el uso de menos de 1,000 kWh",False,False,0,Variable,16,1,0.00,https://www.southwestpl.com/?lang=es-ES,Si elige pagar la factura por cualquier método diferente de un método aprobado por AutoPay (come se indica en Southwest’s AutoPay Enrollment Form) estará sujeto a un cargo adicional de 0.5¢/kWh.,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLPROMO&lang=es,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLPROMO&lang=es,https://enroll.southwestpl.com,,(866) 941-7975,FALSE,TRUE,Spanish,4
4115,AEP TEXAS CENTRAL COMPANY,YEP,Your Energy Plan Fixed Rate Autopay E-Plan,0.1390,0.1100,0.1060,"$9.95 for usage less than 1,000 kWh",False,False,1,Fixed,16,36,175.00,http://www.yeptexas.com/,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCPLF36&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCPLF36&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,FALSE,TRUE,English,4,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
4125,AEP TEXAS CENTRAL COMPANY,YEP,Operation USO Support Our Troops Month to Month AutoPay E-Plan,0.1420,0.1130,0.1090,"$9.95 for usage less than 1,000 kWh",False,False,0,Variable,16,1,0.00,http://www.yeptexas.com/,"YEP has partnered with the USO to enable you to directly support our troops and their families, both abroad and domestically. For every 1000 kilowatt hours you consume under YEP's Operation USO Support Our Troops AutoPay E-Plan, a contribution of $3 will be made by YEP to the USO's Warrior and Family Care Program.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCPLUSOPROMO&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCPLUSOPROMO&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,TRUE,TRUE,English,4,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
