,[idKey],[TduCompanyName],[RepCompany],[Product],[kwh500],[kwh1000],[kwh2000],[Fees/Credits],[PrePaid],[TimeOfUse],[Fixed],[RateType],[Renewable],[TermValue],[CancelFee],[Website],[SpecialTerms],[TermsURL],[Promotion],[PromotionDesc],[FactsURL],[EnrollURL],[PrepaidURL],[EnrollPhone],[NewCustomer],[MinUsageFeesCredits],[Language],[Rating]
231,21792,AEP TEXAS NORTH COMPANY,Discount Power,Value Plus 24,0.122,0.11199999999999999,0.106,,False,False,1.0,Fixed,10.0,24.0,200.00,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4137&fromLP=ptc,"Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4137.",https://www.discountpowertx.com/files/0901751881e74f73.pdf,False,,https://www.discountpowertx.com/files/090175188226ef33.pdf,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4137&fromLP=ptc,,(855) 265-9153,True,False,English,3.0
500,21636,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Discount Power,Discount Power Prime Value 36,0.105,0.099,0.09699999999999999,,False,False,1.0,Fixed,10.0,36.0,300.00,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4131&fromLP=ptc,"Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4131.",https://www.discountpowertx.com/files/09017518809dd16a.pdf,False,,https://www.discountpowertx.com/files/090175188226c366.pdf,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4131&fromLP=ptc,,(855) 265-9153,True,False,English,3.0
497,21520,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Discount Power,Plus 12,0.109,0.10300000000000001,0.10099999999999999,,False,False,1.0,Fixed,10.0,12.0,150.00,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4131&fromLP=ptc,"Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4131.",https://www.discountpowertx.com/files/09017518809dd16a.pdf,False,,https://www.discountpowertx.com//files/09017518822651ab.pdf,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4131&fromLP=ptc,,(855) 265-9153,True,False,English,3.0
139,21790,AEP TEXAS CENTRAL COMPANY,Discount Power,Value Plus 24,0.11900000000000001,0.11,0.105,,False,False,1.0,Fixed,10.0,24.0,200.00,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4135&fromLP=ptc,"Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4135.",https://www.discountpowertx.com/files/0901751881e74f73.pdf,False,,https://www.discountpowertx.com/files/090175188226ef39.pdf,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4135&fromLP=ptc,,(855) 265-9153,True,False,English,3.0
457,20474,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,ELIGO ENERGY TX LLC,12 Months Fixed,0.11,0.105,0.102,,False,False,1.0,Fixed,11.0,12.0,20 per month remaining,https://eligoenergy.myaccount.energy/sigma/myeaccount/?connectName=SigmaELIGO&process=enroll,"Fixed for 12 months, then continues on a month-to-month variable rate.",https://s3.amazonaws.com/public.eligoenergy.com/01282019/Centerpoint+TX+Electric+Residential+K+v1.1+(1.28.2019)+.pdf,False,,https://s3.amazonaws.com/public.eligoenergy.com/Updated+2.10.2019/CP12m_2.10.2020.pdf,https://eligoenergy.myaccount.energy/sigma/myeaccount/?connectName=SigmaELIGO&process=enroll,,(888) 576-9473,False,False,English,
456,20472,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,ELIGO ENERGY TX LLC,6 Months Fixed,0.12,0.115,0.11199999999999999,,False,False,1.0,Fixed,11.0,6.0,20 per month remaining,https://eligoenergy.myaccount.energy/sigma/myeaccount/?connectName=SigmaELIGO&process=enroll,"Fixed for 6 months, then continues on a month-to-month variable rate.",https://s3.amazonaws.com/public.eligoenergy.com/01282019/Centerpoint+TX+Electric+Residential+K+v1.1+(1.28.2019)+.pdf,False,,https://s3.amazonaws.com/public.eligoenergy.com/Updated+2.10.2019/CP6m_2.10.2020.pdf,https://eligoenergy.myaccount.energy/sigma/myeaccount/?connectName=SigmaELIGO&process=enroll,,(888) 576-9473,False,False,English,
278,19452,AEP TEXAS NORTH COMPANY,ENTRUST ENERGY INC,Entrust 9,0.155,0.14,0.132,,False,False,1.0,Fixed,15.0,9.0,150.00,http://www.entrustenergy.com,"Secure your rate for 9 months and avoid rate fluctuations. Sign up today and experience the Entrust Energy difference! For more information, please visit www.entrustenergy.com, call us toll-free at 1.800.871.8100, or email us at customercare@entrustenergy.com.",https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/Entrust.TOS.06132019.English_6cddbed9-0d84-4c80-adbd-e67e8bebc082.pdf,False,,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN5F09D0DG012_20200113_ENG_08679990-0028-4c66-8848-c41582a3ba21.pdf,http://www.entrustenergy.com/power-to-choose,,(800) 871-8100,True,False,English,1.0
507,21934,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,ENTRUST ENERGY INC,Entrust 18,0.12,0.109,0.10400000000000001,,False,False,1.0,Fixed,15.0,18.0,150.00,http://www.entrustenergy.com,,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/Entrust.TOS.06132019.English_af6955f2-6aed-4abc-b8b1-2bbcd3c24103.pdf,False,,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN2F18D0DG012_20200113_ENG_d570d1d7-e949-4251-947c-b9ea4b99c2c7.pdf,http://www.entrustenergy.com/power-to-choose,,(800) 871-8100,True,False,English,1.0
453,20215,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,ENTRUST ENERGY INC,Entrust 3,0.094,0.083,0.078,,False,False,1.0,Fixed,15.0,3.0,150.00,http://www.entrustenergy.com,,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/Entrust.TOS.06132019.English_e973c1e4-049a-4da6-b753-cfc4981e97e2.pdf,False,,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN2F03D0DG012_20200113_ENG_c1daa2f2-e432-4f76-b491-fc2ef65b72b0.pdf,http://www.entrustenergy.com/power-to-choose,,(800) 871-8100,True,False,English,1.0
94,20200,AEP TEXAS CENTRAL COMPANY,ENTRUST ENERGY INC,Entrust 3,0.10800000000000001,0.094,0.087,,False,False,1.0,Fixed,15.0,3.0,150.00,http://www.entrustenergy.com,"Secure your rate for 3 months and avoid rate fluctuations. Sign up today and experience the Entrust Energy difference! For more information, please visit www.entrustenergy.com, call us toll-free at 1.800.871.8100, or email us at customercare@entrustenergy.com.",https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/Entrust.TOS.06132019.English_e973c1e4-049a-4da6-b753-cfc4981e97e2.pdf,False,,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN4F03D0DG012_20200113_ENG_a7641efa-9f19-4947-8904-7e244c9cbf7b.pdf,http://www.entrustenergy.com/power-to-choose,,(800) 871-8100,True,False,English,1.0
256,20738,AEP TEXAS NORTH COMPANY,Energy to Go,Fixed To Go 12 ,0.14400000000000002,0.139,0.136,,False,False,1.0,Fixed,15.0,12.0,20/month remaining ,https://myenergytogo.com/,Enjoy price security and no surprises for 12 months! $4.95 flat fee per billing cycle.,https://myenergytogo.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.myenergytogo.com/EmailHTML/efl.aspx?RateID=491&BrandID=3&PromoCodeID=119,https://myenergytogo.com/enrollment?promocode=PTC,,(888) 853-5202,False,False,English,1.0
468,20744,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Energy to Go,Fixed To Go 24,0.124,0.11900000000000001,0.11599999999999999,,False,False,1.0,Fixed,15.0,24.0,20/month remaining ,https://myenergytogo.com/,Keep it simple with fixed price electricity to match your lease. $4.95 flat fee per billing cycle.,https://myenergytogo.com/docs/default-source/enrollment-files/tos.pdf,False,,https://myenergytogo.com/EmailHTML/efl.aspx?RateID=495&BrandID=3&PromoCodeID=282,https://myenergytogo.com/enrollment?promocode=PTC,,(888) 853-5202,False,False,English,1.0
467,20743,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Energy to Go,Fixed To Go 12 ,0.127,0.122,0.11900000000000001,,False,False,1.0,Fixed,15.0,12.0,20/month remaining ,https://myenergytogo.com/,Enjoy price security and no surprises for 12 months! $4.95 flat fee per billing cycle. ,https://myenergytogo.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.myenergytogo.com/EmailHTML/efl.aspx?RateID=492&BrandID=3&PromoCodeID=119,https://myenergytogo.com/enrollment?promocode=PTC,,(888) 853-5202,False,False,English,1.0
108,20735,AEP TEXAS CENTRAL COMPANY,Energy to Go,Green To Go 12 ,0.138,0.133,0.13,,False,False,1.0,Fixed,100.0,12.0,20/month remaining ,https://myenergytogo.com/,100% renewable energy - the environment thanks you! $4.95 flat fee per billing cycle.,https://myenergytogo.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.myenergytogo.com/EmailHTML/efl.aspx?RateID=490&BrandID=3&PromoCodeID=119&ProductID=3&AccountNumber=&ZipCode=,https://myenergytogo.com/enrollment?promocode=PTC,,(888) 853-5202,False,False,English,1.0
649,21211,ONCOR ELECTRIC DELIVERY COMPANY,Express Energy,Speedy 12,0.102,0.098,0.09699999999999999,,False,False,1.0,Fixed,6.0,12.0,20 per month remaining,https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=ONCOR_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=spdyvb,The Speedy Plans have no base charge and one fixed energy charge! Features Auto Pay and Paperless docs. Quoted average price includes all current TDU charges which are passed thru without markup.,https://www.myexpressenergy.com/Docs/TOSA_ExpressEnergy.pdf,False,,https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_spdyvb12gan_o.pdf,https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=ONCOR_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=spdyvb,,(844) 361-2075,True,False,English,2.0
129,21213,AEP TEXAS CENTRAL COMPANY,Express Energy,Speedy 12,0.127,0.11800000000000001,0.114,,False,False,1.0,Fixed,6.0,12.0,20 per month remaining,https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=AEPTC_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=spdyvb,The Speedy Plans have no base charge and one fixed energy charge! Features Auto Pay and Paperless docs. Quoted average price includes all current TDU charges which are passed thru without markup.,https://www.myexpressenergy.com/Docs/TOSA_ExpressEnergy.pdf,False,,https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_spdyvb12gag_a.pdf,https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=AEPTC_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=spdyvb,,(844) 361-2075,True,False,English,2.0
150,22221,AEP TEXAS CENTRAL COMPANY,FIRST CHOICE POWER ,Power-To-Go-Variable,0.165,0.146,0.136,,True,False,0.0,Variable,15.0,1.0,0.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Prepaid electricity with no long-term contract commitment. Monthly base charge $9.99.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOS_ENG_20170418.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFARPXX0297_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-mtm-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_AEPC_PTG_Disclosure_Statement_Eng_20181018.pdf,(888) 676-9883,True,False,English,3.0
737,22732,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,You Got This 15,0.10800000000000001,0.1,0.096,,False,False,1.0,Fixed,15.0,15.0,135.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 15 months! Monthly base charge $4.95. For new customers only.<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXX1177_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-15-ptc/msid/26550/pid/ygt7?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,3.0
152,22243,AEP TEXAS CENTRAL COMPANY,FIRST CHOICE POWER ,Power-To-Go Free Weekends,0.165,0.152,0.145,,True,True,0.0,Variable,15.0,1.0,0.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Prepaid electricity with no long-term contract commitment. Monthly base charge $9.99. Available for new customers only. Offer available online only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOU_ENG_20170418.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFARPXT0312_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-free-weekends-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_AEPC_PTG_Disclosure_Statement_Eng_20181018.pdf,(888) 676-9883,True,False,English,3.0
529,22512,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,FIRST CHOICE POWER ,You Got This 18,0.11900000000000001,0.10800000000000001,0.10300000000000001,,False,False,1.0,Fixed,15.0,18.0,135.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 18 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFCRXXX1219_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-18-ptc/msid/26550/pid/ygt7?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,3.0
714,22261,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,Power-To-Go Green Variable,0.149,0.136,0.129,,True,False,0.0,Variable,100.0,1.0,0.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Prepaid electricity with no long-term contract commitment. Monthly base charge $9.99. Available for new customers only. Offer available online only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOS_ENG_20170418.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFORPXX0292_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-green-mtm-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_ONC_PTG_Disclosure_Statement_Eng_20181018.pdf,(888) 676-9883,True,False,English,3.0
720,22254,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,Power-To-Go Free Weekends,0.149,0.139,0.135,,True,True,0.0,Variable,15.0,1.0,0.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Prepaid electricity with no long-term contract commitment. Monthly base charge $9.99. Available for new customers only. Offer available online only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOU_ENG_20170418.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFORPXT0314_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-free-weekends-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_ONC_PTG_Disclosure_Statement_Eng_20181018.pdf,(888) 676-9883,True,False,English,3.0
543,22730,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,FIRST CHOICE POWER ,You Got This 15,0.12,0.109,0.10400000000000001,,False,False,1.0,Fixed,15.0,15.0,135.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 15 months! Monthly base charge $4.95. For new customers only.<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFCRXXX1224_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-15-ptc/msid/26550/pid/ygt7?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,3.0
771,22744,TEXAS-NEW MEXICO POWER COMPANY,FIRST CHOICE POWER ,Monthly Freedom Plan,0.138,0.125,0.11900000000000001,,False,False,0.0,Variable,15.0,1.0,0.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,A month-to-month plan with a low introductory rate and no contract for your Texas electricity needs!<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_VAR_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFTRXXX0183_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/monthly-freedom-ptc/msid/26550/pid/ygt7?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,3.0
521,22258,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,FIRST CHOICE POWER ,Power-To-Go Green Variable,0.152,0.13699999999999998,0.129,,True,False,0.0,Variable,100.0,1.0,0.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Prepaid electricity with no long-term contract commitment. Monthly base charge $9.99. Available for new customers only. Offer available online only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOS_ENG_20170418.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFCRPXX0300_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-green-mtm-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_CNP_PTG_Disclosure_Statement_Eng_20181018.pdf,(888) 676-9883,True,False,English,3.0
691,19845,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,You Got This 3,0.081,0.078,0.076,,False,False,1.0,Fixed,15.0,3.0,135.00,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-3/msid/26550/pid/ygt3?utm_source=BD&utm_medium=PTC,"When you sign up for this plan, you get peace of mind that comes from knowing that your electricity rate won't change for the next 3 bills. For new customers only.",https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXX1163_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-3/msid/26550/pid/ygt3?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,3.0
768,22689,TEXAS-NEW MEXICO POWER COMPANY,FRONTIER UTILITIES,Eco Green 3,0.095,0.087,0.083,,False,False,1.0,Fixed,100.0,3.0,150.00,https://www.frontierutilities.com/,"Frontier Utilities is the winner of the 2014-2019 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.",http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOS,False,,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=ECOG3&tdspcode=TNMP,https://portal.frontierutilities.com/Webenrollment/PartnerOffers.aspx?Zip_Code=79772&PartnerName=PTCEGO3,,(877) 261-1024,True,False,English,2.0
541,22687,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,FRONTIER UTILITIES,Eco Green 3,0.077,0.071,0.069,,False,False,1.0,Fixed,100.0,3.0,150.00,https://www.frontierutilities.com/,"Frontier Utilities is the winner of the 2014-2019 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.",http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOS,False,,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=ECOG3&tdspcode=CNP,https://portal.frontierutilities.com/Webenrollment/PartnerOffers.aspx?Zip_Code=77006&PartnerName=PTCEGO3,,(877) 261-1024,True,False,English,2.0
238,21371,AEP TEXAS NORTH COMPANY,GEXA ENERGY,Gexa Choice Green 3,0.09,0.079,0.07400000000000001,,False,False,1.0,Fixed,100.0,3.0,150.00,https://www.gexaenergy.com,Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.,https://gexaapi.azure-api.net/docs/api/documents/get/type/ftos,False,,https://gexaapi.azure-api.net/docs/api/documents/get/type/EFL/id/5e22304e41e685004691ffb9,https://signup.gexaenergy.com/?tdu=007923311&pc=PTC_SelectPlus_Green3,,(866) 329-4392,True,False,English,2.0
485,21124,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GEXA ENERGY,Gexa Choice Green 12,0.113,0.107,0.10400000000000001,,False,False,1.0,Fixed,100.0,12.0,150.00,https://www.gexaenergy.com,Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.,https://gexaapi.azure-api.net/docs/api/documents/get/type/ftos,False,,https://gexaapi.azure-api.net/docs/api/documents/get/type/EFL/id/5e39dd60c44b07004dbf56bc,https://signup.gexaenergy.com/?tdu=957877905&pc=PTC_SelectPlus_Green12,,(866) 329-4392,True,False,English,2.0
446,19025,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GEXA ENERGY,Gexa Choice Power 3,0.069,0.069,0.069,,False,False,1.0,Fixed,100.0,3.0,150.00,https://www.gexaenergy.com,|Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.,https://gexaapi.azure-api.net/docs/api/documents/get/type/ftos,False,,https://gexaapi.azure-api.net/docs/api/documents/get/type/EFL/id/5e39dd25c44b07004dbf5653,https://signup.gexaenergy.com/?tdu=957877905&pc=PTC_SelectPlus_Power3,,(866) 329-4392,True,False,English,2.0
131,21370,AEP TEXAS CENTRAL COMPANY,GEXA ENERGY,Gexa Choice Green 3,0.09300000000000001,0.084,0.08,,False,False,1.0,Fixed,100.0,3.0,150.00,https://www.gexaenergy.com,Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.,https://gexaapi.azure-api.net/docs/api/documents/get/type/ftos,False,,https://gexaapi.azure-api.net/docs/api/documents/get/type/EFL/id/5e22304c41e685004691ffb5,https://signup.gexaenergy.com/?tdu=007924772&pc=PTC_SelectPlus_Green3,,(866) 329-4392,True,False,English,2.0
494,21486,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GREEN ENERGY EXCHANGE,Texas Green 12 Autopay,0.10800000000000001,0.102,0.1,,False,False,1.0,Fixed,100.0,12.0,150.00,https://getgex.com,100% Renewable made in Texas!,https://bit.ly/3531m2L,False,,https://bit.ly/38Hdngw,https://getgex.com/customers/new/residential-pricing-options?zip=77346,,(800) 791-8494,False,False,English,1.0
166,22544,AEP TEXAS CENTRAL COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 18 Choice,0.127,0.11800000000000001,0.113,"
",False,False,1.0,Fixed,100.0,18.0,150.00,https://www.greenmountainenergy.com,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/090175188224ba89.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12,,(844) 854-2260,False,False,English,4.0
758,22547,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 18 Choice,0.127,0.11900000000000001,0.115,"
",False,False,0.0,Variable,100.0,18.0,150.00,https://www.greenmountainenergy.com,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/090175188224ba8d.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12,,(844) 854-2260,False,False,English,4.0
225,22013,AEP TEXAS NORTH COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 12 Choice,0.121,0.111,0.105,,False,False,1.0,Fixed,100.0,12.0,150.00,https://www.greenmountainenergy.com,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/090175188226b04e.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12,,(844) 854-2260,False,False,English,4.0
