"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]","[Language]","[Rating]"
"18206","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFUSE ENERGY LLC","Keep It Simple Savings Green Flex","0.1030","0.0950","0.0910","","False","False","0","Variable","100","1","0.00","https://www.infuseenergy.com/","100% green energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-Spanish%20(Resi%20+%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200512-085117-CENTERPT-Keep It Simple Savings Green Flex (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=999679&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","Spanish","4"
"18211","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFUSE ENERGY LLC","Keep It Simple Savings Flex","0.1020","0.0940","0.0900","","False","False","0","Variable","19","1","0.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-Spanish%20(Resi%20+%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200512-085117-CENTERPT-Keep It Simple Savings Flex (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=999684&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","Spanish","4"
"18216","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFUSE ENERGY LLC","PTC Green Infusion Flex","0.0990","0.0950","0.0930","$4.95 fee if usage is under 500 kWh in a billing period.","False","False","0","Variable","100","1","0.00","https://www.infuseenergy.com/","100% green energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-Spanish%20(Resi%20+%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200511-145646-CENTERPT-PTC Green Infusion Flex (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=999071&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","TRUE","Spanish","4"
"17621","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Express Energy","Fast Lane 12 🚩","0.1500","0.0750","0.1290","Tiered Plan","False","False","1","Fixed","6","12","20 per month remaining","https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=CENTERP_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=fastva","This is a discrete usage band plan. Please open and read the Energy Facts Label (EFL).  Features Auto Pay and Paperless bills & documents.","https://www.myexpressenergy.com/Docs/TOSA_ExpressEnergy.pdf","False","","https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_fastva12hab_c.pdf","https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=CENTERP_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=fastva","","(844) 361-2075","TRUE","TRUE","English","2"
"18223","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFUSE ENERGY LLC","PTC Infusion Flex","0.0980","0.0940","0.0920","$4.95 fee if usage is under 500 kWh in a billing period.","False","False","0","Variable","19","1","0.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-Spanish%20(Resi%20+%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200511-145646-CENTERPT-PTC Infusion Flex (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=999076&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","TRUE","Spanish","4"
"18226","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFUSE ENERGY LLC","PTC Lean Green Infusion 12","0.1260","0.0610","0.1040","$4.95 fee if usage is under 500 kWh in a billing period. $60.00 bill credit per billing cycle if your usage is greater than 999 and less than 1,501 kWh in a billing period. $30.00 bill credit per billing cycle if your usage is greater than 1,500 and less than 2,001 kWh in a billing period.","False","False","1","Fixed","100","12","200.00","https://www.infuseenergy.com/","Warning! This plan, like many others you will find on Power To Choose, includes a bill credit for reaching a usage threshold. Depending on your monthly usage levels, these types 
of plans may or may not provide you with the best pricing. Go to www.infuseenergy.com to see traditional plans, or contact Infuse Energy at 844-463-8732 and we can discuss your 
options with you. If you are comfortable with this structure, click the 'sign up' link to begin the enrollment process. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-Spanish%20(Resi%20+%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200514-183406-CENTERPT-PTC Lean Green Infusion 12 (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1004020&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","TRUE","Spanish","4"
"18359","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","AMBIT ENERGY","Lone Star Plus 24","0.1540","0.1380","0.1170","Tiered Rate Plan. See Fact Sheet for details.","False","False","1","Fixed","15","24","199.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","A monthly E-Plan credit is available for this product by successfully enrolling in Ambit Energy’s Paperless Billing and Automatic Payment programs when you sign up for new service. See Electricity Facts Label for discount information and enrollment requirements.","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService","False","","https://mediaserver.ambitenergy.com/media/get/TXLSPLUS_A_1712_284_1/EN","http://www.ambitenergy.com","","(877) 282-6248","FALSE","TRUE","English","3"
"18360","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","AMBIT ENERGY","Lone Star Plus 24","0.1540","0.1380","0.1170","Plan de Tarifas en Niveles. Consulte la Etiqueta de Hechos de Electricidad (EFL) para obtener información. ","False","False","1","Fixed","15","24","199.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","Hay un crédito mensual de E-Plan disponible para este producto al inscribirse con éxito en los programas de Facturación electrónica y de Pagos recurrentes de Ambit Energy cuando se inscribe para nuevo servicio. Consulte la etiqueta de datos de electricidad para obtener más información sobre descuentos y requisitos de inscripción.","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService","False","","https://mediaserver.ambitenergy.com/media/get/TXLSPLUS_A_1712_284_1/SP","http://www.ambitenergy.com","","(877) 282-6248","FALSE","TRUE","Spanish","3"
"18368","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","CIRRO ENERGY","Smart Simple 24","0.1030","0.0980","0.0960","","False","False","1","Fixed","10","24","200.00","https://www.cirroenergy.com","Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only","https://www.cirroenergy.com/files/0901751880b58ee7.pdf","False","","https://www.cirroenergy.com/files/090175188253e484.pdf","https://www.cirroenergy.com/signup/plans?tdsp_code=D0001&promo_code=WA198B&fromLP=ptc","","(844) 417-7180","TRUE","FALSE","English","3"
"18365","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","CIRRO ENERGY","Smart Basic 15","0.1000","0.0950","0.0930","","False","False","1","Fixed","10","15","150.00","https://www.cirroenergy.com","Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only","https://www.cirroenergy.com/files/0901751880b58ee7.pdf","False","","https://www.cirroenergy.com/files/090175188253ed04.pdf","https://www.cirroenergy.com/signup/plans?tdsp_code=D0001&promo_code=WA198B&fromLP=ptc","","(844) 417-7180","TRUE","FALSE","English","3"
"18294","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Texans Energy","SUPER SAVER 12","0.0980","0.0920","0.0900","","False","False","1","Fixed","19","12","150.00","www.mytexansenergy.com","","https://s3.amazonaws.com/mega-api-files/tos/Texans_TermsOfService.pdf","False","","https://s3.amazonaws.com/mega-api-files/efl/PTCSUPERSAVER12_CNP_UNB.pdf","https://mytexansenergy.com/shop/PTC","","(855) 508-3926","TRUE","FALSE","English","1"
"18235","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFUSE ENERGY LLC","PTC Lean Green Infusion 24","0.1250","0.0610","0.1030","$4.95 fee if usage is under 500 kWh in a billing period. $60.00 bill credit per billing cycle if your usage is greater than 999 and less than 1,501 kWh in a billing period. $30.00 bill credit per billing cycle if your usage is greater than 1,500 and less than 2,001 kWh in a billing period.","False","False","1","Fixed","100","24","300.00","https://www.infuseenergy.com/","Warning! This plan, like many others you will find on Power To Choose, includes a bill credit for reaching a usage threshold. Depending on your monthly usage levels, these types 
of plans may or may not provide you with the best pricing. Go to www.infuseenergy.com to see traditional plans, or contact Infuse Energy at 844-463-8732 and we can discuss your 
options with you. If you are comfortable with this structure, click the 'sign up' link to begin the enrollment process. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-Spanish%20(Resi%20+%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200514-183406-CENTERPT-PTC Lean Green Infusion 24 (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1004025&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","TRUE","Spanish","4"
"18419","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","CONSTELLATION NEWENERGY INC","TX Flat Tier Product ","0.1600","0.0800","0.0800","tiered product","False","False","1","Fixed","16","12","50.00","https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html ","","https://www.constellation.com/bin/residential/Terms_TX?versionNum=01WDW","False","","https://www.constellation.com/bin/residential/Terms_TX?versionNum=01WFF","https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html","","(855) 797-8465","FALSE","TRUE","English","3"
"18456","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","CIRRO ENERGY","Smart Simple Select 18","0.1070","0.1020","0.1000","","False","False","1","Fixed","10","18","150.00","https://www.cirroenergy.com","Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only","https://www.cirroenergy.com/files/0901751880b58ee7.pdf","False","","https://www.cirroenergy.com/files/090175188253e486.pdf","https://www.cirroenergy.com/signup/plans?tdsp_code=D0001&promo_code=WA198B&fromLP=ptc","","(844) 417-7180","TRUE","FALSE","English","3"
"18461","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Discount Power","Wise Buy 24","0.1320","0.1070","0.1050","Usage charge: $0 if monthly usage is 1000 kWh or more; for usage under 1000 kWh, a $9.95 per month charge is applied. ","False","False","1","Fixed","10","24","200.00","https://www.discountpowertx.com","Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4131.","https://www.discountpowertx.com/files/09017518809dd16a.pdf","False","","https://www.discountpowertx.com/files/09017518824b90c9.pdf","https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4131&fromLP=ptc","","(855) 265-9153","FALSE","TRUE","English","3"
"18632","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","WINDROSE ENERGY","Windrose Saver 36","0.1010","0.0970","0.0940","","False","False","1","Fixed","15","36","200.00","https://www.windroseenergy.com/","","https://signup.windroseenergy.com/Home/TOS?productId=89636","False","","https://signup.windroseenergy.com/Home/EFl?productId=112248","https://signup.windroseenergy.com/Home/index?ProductCode=RN36002072","","(800) 483-1836","TRUE","FALSE","English","3"
"18769","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFUSE ENERGY LLC","Essential Infusion 24","0.1040","0.0980","0.0940","","False","False","1","Fixed","19","24","300.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200511-123301-CENTERPT-Essential Infusion 24 (English).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=998804&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","English","4"
"18736","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFINITE ENERGY","36 Month Smart Plan","0.1400","0.0700","0.1350","Tier 1: 0 to 1,000 kWh will be billed at 0.0000¢ per kWh; and
Tier 2: 1,001 kWh and over will be billed at 20.0000¢ per kWh.","False","False","1","Fixed","4","36","300.00","https://www.infiniteenergy.com/texas/electricity/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Smart%20Plan&utm_term=36&utm_content=Website","","https://api.infiniteenergy.com/enrollments/pdf/IE/terms-of-service?languagePreference=en_US","False","","https://api.infiniteenergy.com/enrollments/pdf/electricity-facts-label?businessEntityAliasId=2&ldcName=CenterPoint&rateDescriptor=36-month%20Smart&promoCode=PTC","https://signup.infiniteenergy.com/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Smart%20Plan&utm_term=36&utm_content=Signup","","(877) 928-8766","FALSE","TRUE","English","4"
"18796","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFUSE ENERGY LLC","Essential Infusion 9","0.1140","0.1070","0.1040","","False","False","1","Fixed","19","9","175.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200515-235444-CENTERPT-Essential Infusion 9 (English).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1004869&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","English","4"
"18860","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFINITE ENERGY","12 Month Simple Plan","0.1140","0.1100","0.1080","","False","False","1","Fixed","4","12","150.00","https://www.infiniteenergy.com/texas/electricity/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Simple%20Plan&utm_term=12&utm_content=Website","Call (877) 928-8766 to talk with a real U.S.-based Customer Care representative, Monday through Friday from 7 a.m. to 6 p.m. CST. Or sign up online at InfiniteEnergy.com.","https://api.infiniteenergy.com/enrollments/pdf/IE/terms-of-service?languagePreference=en_US","False","","https://api.infiniteenergy.com/enrollments/pdf/electricity-facts-label?businessEntityAliasId=2&ldcName=CenterPoint&rateDescriptor=12-Month%20Simple&promoCode=PTC","https://signup.infiniteenergy.com/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Simple%20Plan&utm_term=12&utm_content=Signup","","(877) 928-8766","FALSE","FALSE","English","4"
"18954","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","TXU ENERGY","Simple Value 12","0.1370","0.1220","0.1150","","False","False","1","Fixed","6","12","150.00","http://www.txu.com/ptc/simplevalue12","Your actual average price per kWh for electricity service will depend on your usage as shown in the Electricity Facts Label (EFL). The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges.","https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf","False","","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=CPXSIMVL1212AG&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_CENTERP","http://www.txu.com/ptc/simplevalue12","","(855) 847-6135","TRUE","FALSE","English","5"
"18865","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","VETERAN ENERGY LLC","Basic 12 Month","0.1170","0.1120","0.1100","","False","False","1","Fixed","4","12","150.00","https://www.veteranenergy.us","Join Veteran Energy and Support Our Heroes every time you turn on a light switch. Go to VeteranEnergy.us for details.","https://api.veteranenergy.us/enrollments/pdf/VE/terms-of-service?languagePreference=en_US","False","","https://api.veteranenergy.us/enrollments/pdf/electricity-facts-label?businessEntityAliasId=29&ldcName=centerpoint&rateDescriptor=Basic%2012&promoCode=PTC","https://signup.veteranenergy.us/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Basic%20Plan&utm_term=12","","(855) 856-7613","FALSE","FALSE","English","5"
"19059","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Express Energy","Fast Lane 12","0.1500","0.0750","0.1290","Plan escalonado","False","False","1","Fixed","6","12","	20 por cada mes restante","https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=CENTERP_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=fastva","Este es un plan de banda de uso discreto. Por favor, abra y lea la etiqueta de información sobre la electricidad (EFL). Cuenta con facturas de pago automático y documentos electrónicos.","https://www.myexpressenergy.com/Docs/TOSA_ExpressEnergy_s.pdf","False","","https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_fastva12hab_c_s.pdf","https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc_spanish&utm_medium=CENTERP_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=fastva","","(844) 361-2075","TRUE","TRUE","Spanish","2"
"19061","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","MIDAMERICAN ENERGY SERVICES LLC","Generación de Suministro","0.1050","0.1000","0.0980","","False","False","1","Fixed","10","24","$20 por cada mes restante","http://www.midamericanenergyservices.com","","https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2939&planId=5837&typeId=4","False","","https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2939&planId=5837&typeId=2","https://www.midamericanenergyservices.com/ResidentialSmallBusiness/Offers?ProgramId=2939","","(800) 342-3346","FALSE","FALSE","Spanish","5"
"19062","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","MIDAMERICAN ENERGY SERVICES LLC","Generación de Suministro","0.1050","0.1010","0.0990","","False","False","1","Fixed","10","12","$20 por cada mes restante","http://www.midamericanenergyservices.com","","https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2939&planId=5836&typeId=4","False","","https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2939&planId=5836&typeId=2","https://www.midamericanenergyservices.com/ResidentialSmallBusiness/Offers?ProgramId=2939","","(800) 342-3346","FALSE","FALSE","Spanish","5"
"18986","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","TXU ENERGY","Solar Advantage 12","0.1670","0.1520","0.1450","","False","False","1","Fixed","100","12","150.00","http://www.txu.com/ptc/SolarAdvantage12","El precio real promedio por kWh para el servicio de electricidad dependerá de su consumo. La única circunstancia en la que el precio podría cambiar durante el plazo mínimo de 12 meses sería para reflejar cambios reales en las leyes o cargos reglamentarios, como se describen en la EFL.","https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA Spanish.pdf","False","","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=CPXSOLAD1212AH&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_CENTERP","http://www.txu.com/ptc/SolarAdvantage12","","(855) 847-6135","TRUE","FALSE","Spanish","5"
"18983","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","TXU ENERGY","Solar Advantage 12","0.1670","0.1520","0.1450","","False","False","1","Fixed","100","12","150.00","http://www.txu.com/ptc/SolarAdvantage12","Your actual average price per kWh for electricity service will depend on your usage as shown in the EFL. The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges.","https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf","False","","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=CPXSOLAD1212AH&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_CENTERP","http://www.txu.com/ptc/SolarAdvantage12","","(855) 847-6135","TRUE","FALSE","English","5"
"19067","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","Express Energy","Quick 12","0.1540","0.0770","0.1290","Plan escalonado
","False","False","1","Fixed","6","12","20 por cada mes restante","https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=CENTERP_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=quick","Sin lujos. Facturas Bajas. Precio fijo por 12 meses, facturas bajas y baja tarifa de cancelación. Acceso fácil a su cuenta en línea 24/7.","https://www.myexpressenergy.com/Docs/TOSA_ExpressEnergy_s.pdf","False","","https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_quikva12hab_c_s.pdf","https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc_spanish&utm_medium=CENTERP_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=quick","","(844) 361-2075","TRUE","TRUE","Spanish","2"
"19081","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","THINK ENERGY","THINK SIMPLE 12 Power to Choose Promoción exclusiva en linea","0.1030","0.0990","0.0970","","False","False","1","Fixed","6","12","150.00","https://www.mythinkenergy.com/","Inscripcion especial en línea de Think Simple 12 -Sin cargos escondidos-SIN CARGOS MENSUALES - Sin precios variables u otros trucos. Estamos clasificados como A + con el BBB y somos una empresa de 4 estrellas en TrustPilot. Haga clic en el enlace Historial debajo de la calificación de estrellas para revisar y comparar el historial de quejas Esta oferta en línea solo está disponible para nuevos clientes que se inscriban a través del sitio web Power to Choose","https://www.mythinkenergy.com/signup/PDFTemplates/contract_api/index.php/contract/TC/state/TX/customer_type/RESI/service/Electric/plan_code/FP10/language_pref/es-MX","False","","https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=CPE&term=12&ZipCode=77007&promocode=tx2ss4qd&language_pref=es-MX","https://www.mythinkenergy.com/?promo=tx2ss4qd","","(888) 531-5047","TRUE","FALSE","Spanish","2"
"19083","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","THINK ENERGY","THINK SIMPLE 24 Power to Choose Promoción exclusiva en linea","0.1020","0.0980","0.0960","","False","False","1","Fixed","6","24","175.00","https://www.mythinkenergy.com/","Inscripcion especial en línea de Think Simple 24 -Sin cargos escondidos-SIN CARGOS MENSUALES - Sin precios variables u otros trucos. Estamos clasificados como A + con el BBB y somos una empresa de 4 estrellas en TrustPilot. Haga clic en el enlace Historial debajo de la calificación de estrellas para revisar y comparar el historial de quejas Esta oferta en línea solo está disponible para nuevos clientes que se inscriban a través del sitio web Power to Choose","https://www.mythinkenergy.com/signup/PDFTemplates/contract_api/index.php/contract/TC/state/TX/customer_type/RESI/service/Electric/plan_code/FP10/language_pref/es-MX","False","","https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=CPE&term=24&ZipCode=77025&promocode=tx2ss4qd&language_pref=es-MX","https://www.mythinkenergy.com/?promo=tx2ss4qd","","(888) 531-5047","TRUE","FALSE","Spanish","2"
"19113","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFUSE ENERGY LLC","Essential Infusion 24","0.1040","0.0980","0.0940","","False","False","1","Fixed","19","24","300.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-Spanish%20(Resi%20+%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200511-123301-CENTERPT-Essential Infusion 24 (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=998804&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","Spanish","4"
"19132","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","INFUSE ENERGY LLC","Essential Infusion 9","0.1140","0.1070","0.1040","","False","False","1","Fixed","19","9","175.00","https://www.infuseenergy.com/","Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.","http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-Spanish%20(Resi%20+%20Sm%20Comm).pdf","False","","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200515-235444-CENTERPT-Essential Infusion 9 (Spanish).pdf","https://www.infuseenergy.com/signup/signup-step1/?id=1004869&promotion=NONE&valid=N&referral=&landingpage=ptc","","(844) 463-8732","TRUE","FALSE","Spanish","4"
"19222","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","4CHANGE ENERGY","Power Saver 24","0.0980","0.0930","0.0910","","False","False","1","Fixed","6","24","20 por cada mes restante","https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc_spanish&utm_medium=CENTERP_24&utm_campaign=affiliate&promocode=ptc&tdu=ER_CENTERP&productcode=powsvb24hab_c&utm_content=powersaver","","https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy_s.pdf","False","","https://www.4changeenergy.com/Docs/efl_powsvb24hab_c_s.pdf","https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc_spanish&utm_medium=CENTERP_24&utm_campaign=affiliate&promocode=ptc&tdu=ER_CENTERP&productcode=powsvb24hab_c&utm_content=powersaver","","(844) 840-1066","TRUE","FALSE","Spanish","2"
